timestamp,equity
1774456901000,10000.00
1774460501000,10000.00
1774464101000,10000.00
1774467701000,10000.00
1774471301000,10000.00
1774474901000,10000.00
1774478501000,10000.00
1774482101000,10000.00
1774485701000,10000.00
1774489301000,10000.00
1774492901000,10000.00
1774496501000,10000.00
1774500101000,10000.00
1774503701000,10000.00
1774507301000,10000.00
1774510901000,10000.00
1774514501000,10000.00
1774518101000,10000.00
1774521701000,10000.00
1774525301000,10000.00
1774528901000,10000.00
1774532501000,10000.00
1774536101000,10000.00
1774539701000,10000.00
1774543301000,10000.00
1774546901000,10000.00
1774550501000,10000.00
1774554101000,10000.00
1774557701000,10000.00
1774561301000,10000.00
1774564901000,10000.00
1774568501000,10000.00
1774572101000,10000.00
1774575701000,10000.00
1774579301000,10000.00
1774582901000,10000.00
1774586501000,10000.00
1774590101000,10000.00
1774593701000,10000.00
1774597301000,10000.00
1774600901000,10000.00
1774604501000,10000.00
1774608101000,10000.00
1774611701000,10000.00
1774615301000,10000.00
1774618901000,10000.00
1774622501000,10000.00
1774626101000,10000.00
1774629701000,10000.00
1774633301000,10000.00
1774636901000,10000.00
1774640501000,10000.00
1774644101000,10000.00
1774647701000,10000.00
1774651301000,10000.00
1774654901000,10000.00
1774658501000,10000.00
1774662101000,10000.00
1774665701000,10000.00
1774669301000,10000.00
1774672901000,10000.00
1774676501000,10000.00
1774680101000,10000.00
1774683701000,10000.00
1774687301000,10000.00
1774690901000,10000.00
1774694501000,10000.00
1774698101000,10000.00
1774701701000,10000.00
1774705301000,10000.00
1774708901000,10000.00
1774712501000,10000.00
1774716101000,10000.00
1774719701000,10000.00
1774723301000,10000.00
1774726901000,10000.00
1774730501000,10000.00
1774734101000,10000.00
1774737701000,10000.00
1774741301000,10000.00
1774744901000,10000.00
1774748501000,10000.00
1774752101000,10000.00
1774755701000,10000.00
1774759301000,10000.00
1774762901000,10000.00
1774766501000,10000.00
1774770101000,10000.00
1774773701000,10000.00
1774777301000,10000.00
1774780901000,10000.00
1774784501000,10000.00
1774788101000,10000.00
1774791701000,10000.00
1774795301000,10000.00
1774798901000,10000.00
1774802501000,10000.00
1774806101000,10000.00
1774809701000,10000.00
1774813301000,10000.00
1774816901000,10000.00
1774820501000,10000.00
1774824101000,10000.00
1774827701000,10000.00
1774831301000,10000.00
1774834901000,10000.00
1774838501000,10000.00
1774842101000,10000.00
1774845701000,10000.00
1774849301000,10000.00
1774852901000,10000.00
1774856501000,10000.00
1774860101000,10000.00
1774863701000,10000.00
1774867301000,10000.00
1774870901000,10000.00
1774874501000,10000.00
1774878101000,10000.00
1774881701000,10000.00
1774885301000,10000.00
1774888901000,10000.00
1774892501000,10000.00
1774896101000,10000.00
1774899701000,10000.00
1774903301000,10000.00
1774906901000,10000.00
1774910501000,10000.00
1774914101000,10000.00
1774917701000,10000.00
1774921301000,10000.00
1774924901000,10000.00
1774928501000,10000.00
1774932101000,10000.00
1774935701000,10000.00
1774939301000,10000.00
1774942901000,10000.00
1774946501000,10000.00
1774950101000,10000.00
1774953701000,10000.00
1774957301000,10000.00
1774960901000,10000.00
1774964501000,10000.00
1774968101000,10000.00
1774971701000,10000.00
1774975301000,10000.00
1774978901000,10000.00
1774982501000,10000.00
1774986101000,10000.00
1774989701000,10000.00
1774993301000,10000.00
1774996901000,10000.00
1775000501000,10000.00
1775004101000,10000.00
1775007701000,10000.00
1775011301000,10000.00
1775014901000,10000.00
1775018501000,10000.00
1775022101000,10000.00
1775025701000,10000.00
1775029301000,10000.00
1775032901000,10000.00
1775036501000,10000.00
1775040101000,10000.00
1775043701000,10000.00
1775047301000,10000.00
1775050901000,10000.00
1775054501000,10000.00
1775058101000,10000.00
1775061701000,10000.00
1775065301000,10000.00
1775068901000,10000.00
1775072501000,10000.00
1775076101000,10000.00
1775079701000,10000.00
1775083301000,10000.00
1775086901000,10000.00
1775090501000,10000.00
1775094101000,10000.00
1775097701000,10000.00
1775101301000,10000.00
1775104901000,10000.00
1775108501000,10000.00
1775112101000,10000.00
1775115701000,10000.00
1775119301000,10000.00
1775122901000,10000.00
1775126501000,10000.00
1775130101000,10000.00
1775133701000,10000.00
1775137301000,10000.00
1775140901000,10000.00
1775144501000,10000.00
1775148101000,10000.00
1775151701000,10000.00
1775155301000,10000.00
1775158901000,10000.00
1775162501000,10000.00
1775166101000,10000.00
1775169701000,10000.00
1775173301000,10000.00
1775176901000,10000.00
1775180501000,10000.00
1775184101000,10000.00
1775187701000,10000.00
1775191301000,10000.00
1775194901000,10000.00
1775198501000,10000.00
1775202101000,10000.00
1775205701000,10000.00
1775209301000,10000.00
1775212901000,10000.00
1775216501000,10000.00
1775220101000,10000.00
1775223701000,10000.00
1775227301000,10000.00
1775230901000,10000.00
1775234501000,10000.00
1775238101000,10000.00
1775241701000,10000.00
1775245301000,10000.00
1775248901000,10000.00
1775252501000,10000.00
1775256101000,10000.00
1775259701000,10000.00
1775263301000,10000.00
1775266901000,10000.00
1775270501000,10000.00
1775274101000,10000.00
1775277701000,10000.00
1775281301000,10000.00
1775284901000,10000.00
1775288501000,10000.00
1775292101000,10000.00
1775295701000,10000.00
1775299301000,10000.00
1775302901000,10000.00
1775306501000,10000.00
1775310101000,10000.00
1775313701000,10000.00
1775317301000,10000.00
1775320901000,10000.00
1775324501000,10000.00
1775328101000,10000.00
1775331701000,10000.00
1775335301000,10000.00
1775338901000,10000.00
1775342501000,10000.00
1775346101000,10000.00
1775349701000,10000.00
1775353301000,10000.00
1775356901000,10000.00
1775360501000,10000.00
1775364101000,10000.00
1775367701000,10000.00
1775371301000,10000.00
1775374901000,10000.00
1775378501000,10000.00
1775382101000,10000.00
1775385701000,10000.00
1775389301000,10000.00
1775392901000,10000.00
1775396501000,10000.00
1775400101000,10000.00
1775403701000,10000.00
1775407301000,10000.00
1775410901000,10000.00
1775414501000,10000.00
1775418101000,10000.00
1775421701000,10000.00
1775425301000,10000.00
1775428901000,10000.00
1775432501000,10000.00
1775436101000,10000.00
1775439701000,10000.00
1775443301000,10000.00
1775446901000,10000.00
1775450501000,10000.00
1775454101000,10000.00
1775457701000,10000.00
1775461301000,10000.00
1775464901000,10000.00
1775468501000,10000.00
1775472101000,10000.00
1775475701000,10000.00
1775479301000,10000.00
1775482901000,10000.00
1775486501000,10000.00
1775490101000,10000.00
1775493701000,10000.00
1775497301000,10000.00
1775500901000,10000.00
1775504501000,10000.00
1775508101000,10000.00
1775511701000,10000.00
1775515301000,10000.00
1775518901000,10000.00
1775522501000,10000.00
1775526101000,10000.00
1775529701000,10000.00
1775533301000,10000.00
1775536901000,10000.00
1775540501000,10000.00
1775544101000,10000.00
1775547701000,10000.00
1775551301000,10000.00
1775554901000,10000.00
1775558501000,10000.00
1775562101000,10000.00
1775565701000,10000.00
1775569301000,10000.00
1775572901000,10000.00
1775576501000,10000.00
1775580101000,10000.00
1775583701000,10000.00
1775587301000,10000.00
1775590901000,10000.00
1775594501000,10000.00
1775598101000,10000.00
1775601701000,10000.00
1775605301000,10000.00
1775608901000,10000.00
1775612501000,10000.00
1775616101000,10000.00
1775619701000,10000.00
1775623301000,10000.00
1775626901000,10000.00
1775630501000,10000.00
1775634101000,10000.00
1775637701000,10000.00
1775641301000,10000.00
1775644901000,10000.00
1775648501000,10000.00
1775652101000,10000.00
1775655701000,10000.00
1775659301000,10000.00
1775662901000,10000.00
1775666501000,10000.00
1775670101000,10000.00
1775673701000,10000.00
1775677301000,10000.00
1775680901000,10000.00
1775684501000,10000.00
1775688101000,10000.00
1775691701000,10000.00
1775695301000,10000.00
1775698901000,10000.00
1775702501000,10000.00
1775706101000,10000.00
1775709701000,10000.00
1775713301000,10000.00
1775716901000,10000.00
1775720501000,10000.00
1775724101000,10000.00
1775727701000,10000.00
1775731301000,10000.00
1775734901000,10000.00
1775738501000,10000.00
1775742101000,10000.00
1775745701000,10000.00
1775749301000,10000.00
1775752901000,10000.00
1775756501000,10000.00
1775760101000,10000.00
1775763701000,10000.00
1775767301000,10000.00
1775770901000,10000.00
1775774501000,10000.00
1775778101000,10000.00
1775781701000,10000.00
1775785301000,10000.00
1775788901000,10000.00
1775792501000,10000.00
1775796101000,10000.00
1775799701000,10000.00
1775803301000,10000.00
1775806901000,10000.00
1775810501000,10000.00
1775814101000,10000.00
1775817701000,10000.00
1775821301000,10000.00
1775824901000,10000.00
1775828501000,10000.00
1775832101000,10000.00
1775835701000,10000.00
1775839301000,10000.00
1775842901000,10000.00
1775846501000,10000.00
1775850101000,10000.00
1775853701000,10000.00
1775857301000,10000.00
1775860901000,10000.00
1775864501000,10000.00
1775868101000,10000.00
1775871701000,10000.00
1775875301000,10000.00
1775878901000,10000.00
1775882501000,10000.00
1775886101000,10000.00
1775889701000,10000.00
1775893301000,10000.00
1775896901000,10000.00
1775900501000,10000.00
1775904101000,10000.00
1775907701000,10000.00
1775911301000,10000.00
1775914901000,10000.00
1775918501000,10000.00
1775922101000,10000.00
1775925701000,10000.00
1775929301000,10000.00
1775932901000,10000.00
1775936501000,10000.00
1775940101000,10000.00
1775943701000,10000.00
1775947301000,10000.00
1775950901000,10000.00
1775954501000,10000.00
1775958101000,10000.00
1775961701000,10000.00
1775965301000,10000.00
1775968901000,10000.00
1775972501000,10000.00
1775976101000,10000.00
1775979701000,10000.00
1775983301000,10000.00
1775986901000,10000.00
1775990501000,10000.00
1775994101000,10000.00
1775997701000,10000.00
1776001301000,10000.00
1776004901000,10000.00
1776008501000,10000.00
1776012101000,10000.00
1776015701000,10000.00
1776019301000,10000.00
1776022901000,10000.00
1776026501000,10000.00
1776030101000,10000.00
1776033701000,10000.00
1776037301000,10000.00
1776040901000,10000.00
1776044501000,10000.00
1776048101000,10000.00
1776051701000,10000.00
1776055301000,10000.00
1776058901000,10000.00
1776062501000,10000.00
1776066101000,10000.00
1776069701000,10000.00
1776073301000,10000.00
1776076901000,10000.00
1776080501000,10000.00
1776084101000,10000.00
1776087701000,10000.00
1776091301000,10000.00
1776094901000,10000.00
1776098501000,10000.00
1776102101000,10000.00
1776105701000,10000.00
1776109301000,10000.00
1776112901000,10000.00
1776116501000,10000.00
1776120101000,10000.00
1776123701000,10000.00
1776127301000,10000.00
1776130901000,10000.00
1776134501000,10000.00
1776138101000,10000.00
1776141701000,10000.00
1776145301000,10000.00
1776148901000,10000.00
1776152501000,10000.00
1776156101000,10000.00
1776159701000,10000.00
1776163301000,10000.00
1776166901000,10000.00
1776170501000,10000.00
1776174101000,10000.00
1776177701000,10000.00
1776181301000,10000.00
1776184901000,10000.00
1776188501000,10000.00
1776192101000,10000.00
1776195701000,10000.00
1776199301000,10000.00
1776202901000,10000.00
1776206501000,10000.00
1776210101000,10000.00
1776213701000,10000.00
1776217301000,10000.00
1776220901000,10000.00
1776224501000,10000.00
1776228101000,10000.00
1776231701000,10000.00
1776235301000,10000.00
1776238901000,10000.00
1776242501000,10000.00
1776246101000,10000.00
1776249701000,10000.00
1776253301000,10000.00
